participant_code,timestamp,interval,red,green,white,black
20190328_01_0,1528188558381,883062,1,1,0,0
20190328_01_0,1528188558433,52,1,1,0,1
20190328_01_0,1528188558887,454,0,0,0,1
20190328_01_0,1528188558939,52,0,0,0,0
20190328_01_0,1528188564756,5817,0,0,1,0
20190328_01_0,1528188565159,403,0,0,0,0
20190328_01_0,1528188567167,2008,1,0,0,0
20190328_01_0,1528188567220,53,1,0,0,1
20190328_01_0,1528188567522,302,0,0,0,0
20190328_01_0,1528188569029,1507,0,0,0,1
20190328_01_0,1528188569431,402,0,0,0,0
20190328_01_0,1528188571491,2060,0,1,0,0
20190328_01_0,1528188571845,354,0,0,0,0
20190328_01_0,1528188572600,755,1,0,0,0
20190328_01_0,1528188572953,353,0,0,0,0
20190328_01_0,1528188574609,1656,0,0,1,0
20190328_01_0,1528188574712,103,1,0,1,0
20190328_01_0,1528188574865,153,1,1,1,1
20190328_01_0,1528188575318,453,0,0,1,0
20190328_01_0,1528188575372,54,0,0,0,0
20190328_01_0,1528188576731,1359,0,0,1,0
20190328_01_0,1528188576785,54,1,1,1,0
20190328_01_0,1528188576838,53,1,1,1,1
20190328_01_0,1528188577093,255,1,1,1,0
20190328_01_0,1528188577698,605,1,0,1,0
20190328_01_0,1528188577850,152,0,0,0,0
20190328_01_0,1528188578703,853,0,0,0,1
20190328_01_0,1528188578755,52,0,1,0,1
20190328_01_0,1528188578808,53,0,1,1,1
20190328_01_0,1528188578860,52,1,1,1,1
20190328_01_0,1528188579965,1105,1,0,1,0
20190328_01_0,1528188580016,51,0,0,0,0
20190328_01_0,1528188581271,1255,0,0,1,0
20190328_01_0,1528188581324,53,1,1,1,1
20190328_01_0,1528188582380,1056,0,0,1,1
20190328_01_0,1528188582483,103,0,0,0,0
20190328_01_0,1528188584791,2308,0,0,0,1
20190328_01_0,1528188584892,101,1,0,0,1
20190328_01_0,1528188585497,605,1,0,1,1
20190328_01_0,1528188585549,52,1,1,1,1
20190328_01_0,1528188586604,1055,0,1,1,1
20190328_01_0,1528188586657,53,0,0,0,1
20190328_01_0,1528188586708,51,0,0,0,0
20190328_01_0,1528188588316,1608,0,0,1,0
20190328_01_0,1528188588468,152,0,0,1,1
20190328_01_0,1528188588922,454,0,0,0,0
20190328_01_0,1528188589778,856,1,0,0,0
20190328_01_0,1528188589931,153,1,1,0,0
20190328_01_0,1528188590535,604,0,0,0,0
20190328_01_0,1528188591994,1459,0,0,1,0
20190328_01_0,1528188592050,56,1,0,1,0
20190328_01_0,1528188592156,106,1,1,1,1
20190328_01_0,1528188592614,458,1,1,0,1
20190328_01_0,1528188592670,56,1,1,1,1
20190328_01_0,1528188592727,57,0,0,1,1
20190328_01_0,1528188592783,56,0,0,0,0
20190328_01_0,1528188603919,11136,0,0,0,1
20190328_01_0,1528188604573,654,1,0,0,1
20190328_01_0,1528188604876,303,0,0,0,1
20190328_01_0,1528188604977,101,1,0,0,1
20190328_01_0,1528188605030,53,1,0,0,0
20190328_01_0,1528188605081,51,1,0,0,1
20190328_01_0,1528188605134,53,1,1,1,1
20190328_01_0,1528188605838,704,1,0,0,0
20190328_01_0,1528188605890,52,0,0,0,0
20190328_01_0,1528188605943,53,0,0,0,1
20190328_01_0,1528188605997,54,0,0,0,0
20190328_01_0,1528188606250,253,0,0,0,1
20190328_01_0,1528188606806,556,0,0,1,1
20190328_01_0,1528188606861,55,1,1,1,1
20190328_01_0,1528188606966,105,1,1,1,0
20190328_01_0,1528188607169,203,1,1,1,1
20190328_01_0,1528188607371,202,1,1,1,0
20190328_01_0,1528188607524,153,1,1,1,1
20190328_01_0,1528188607577,53,1,0,1,1
20190328_01_0,1528188607680,103,0,0,0,0
20190328_01_0,1528188613449,5769,0,0,0,1
20190328_01_0,1528188613554,105,1,0,0,1
20190328_01_0,1528188614262,708,0,0,0,1
20190328_01_0,1528188614322,60,0,0,0,0
20190328_01_0,1528188615781,1459,0,0,1,0
20190328_01_0,1528188615886,105,0,0,0,0
20190328_01_0,1528188615942,56,0,0,1,0
20190328_01_0,1528188616099,157,0,0,0,0
20190328_01_0,1528188616556,457,0,0,0,1
20190328_01_0,1528188616613,57,0,0,1,1
20190328_01_0,1528188616718,105,0,0,1,0
20190328_01_0,1528188616870,152,1,0,1,0
20190328_01_0,1528188616922,52,1,1,1,0
20190328_01_0,1528188616973,51,1,1,1,1
20190328_01_0,1528188617376,403,0,0,0,0
20190328_01_0,1528188618532,1156,0,1,1,0
20190328_01_0,1528188619185,653,0,0,0,0
20190328_01_0,1528188620091,906,0,0,0,1
20190328_01_0,1528188620143,52,1,0,0,1
20190328_01_0,1528188620597,454,0,0,0,0
20190328_01_0,1528188621463,866,0,0,1,0
20190328_01_0,1528188622067,604,1,1,1,0
20190328_01_0,1528188622420,353,0,1,1,0
20190328_01_0,1528188622473,53,0,0,0,0
20190328_01_0,1528188623127,654,0,1,0,0
20190328_01_0,1528188623630,503,0,0,0,0
20190328_01_0,1528188624384,754,1,0,0,0
20190328_01_0,1528188624738,354,0,0,0,0
20190328_01_0,1528188624990,252,0,0,0,1
20190328_01_0,1528188625393,403,0,0,1,0
20190328_01_0,1528188625746,353,0,0,0,0
20190328_01_0,1528188626701,955,0,0,1,0
20190328_01_0,1528188626804,103,0,0,1,1
20190328_01_0,1528188626906,102,1,0,1,1
20190328_01_0,1528188627159,253,1,1,1,1
20190328_01_0,1528188627763,604,0,0,0,0
